source,target
SUNY,Non-Sanctioned 2019\Atlantic Coast Open 2019
SUNY,Non-Sanctioned 2019\Boogienights 2019
SUNY,Non-Sanctioned 2019\Huckin' in the Hills VI
SUNY,Non-Sanctioned 2019\Layout Pigout 2019
SUNY,Non-Sanctioned 2019\Mash-Up 2019
SUNY,Non-Sanctioned 2019\Mid-Atlantic Warmup 2019
SUNY,Non-Sanctioned 2019\No Sleep 'Till Brooklyn
SUNY,Non-Sanctioned 2019\Oak Creek Invite 2019
SUNY,Non-Sanctioned 2019\Strong Island Invitational 2019
SUNY,Non-Sanctioned 2019\Tea Cup 2019
SUNY,Non-Sanctioned 2019\Towson Cup 2019
SUNY,Non-Sanctioned 2019\Uprising 8
Connecticut,Sanctioned 2019\Metro East D-I College Men's Regionals
Connecticut,Sanctioned 2019\Metro East Dev College Men's CC
Connecticut,Non-Sanctioned 2019\Atlantic Coast Open 2019
Connecticut,Non-Sanctioned 2019\Easterns Qualifier 2019
Connecticut,Non-Sanctioned 2019\Oak Creek Invite 2019
Connecticut,Non-Sanctioned 2019\Santa Barbara Invite 2019
Connecticut,Non-Sanctioned 2019\Tea Cup 2019
Sanctioned 2019\Illinois D-I College Men's CC,DePaul
Sanctioned 2019\Illinois D-I College Men's CC,Northern Illinois
DePaul,Non-Sanctioned 2019\Illinois Invite 8
DePaul,Non-Sanctioned 2019\Last Call 10
Northern Illinois,Non-Sanctioned 2019\Meltdown 2019
Northern Illinois,Non-Sanctioned 2019\Shamrock Showdown 2019
Sanctioned 2019\Lake Superior D-I College Men's CC,Marquette
Sanctioned 2019\Lake Superior D-I College Men's CC,Northern Michigan
Marquette,Sanctioned 2019\North Central Dev College Men's CC
Marquette,Non-Sanctioned 2019\Black Penguins Classic 2019
Marquette,Non-Sanctioned 2019\Huck Finn XXIII
Marquette,Non-Sanctioned 2019\Meltdown 2019
Marquette,Non-Sanctioned 2019\Midwest Throwdown 2019
Northern Michigan,Non-Sanctioned 2019\Black Penguins Classic 2019
Sanctioned 2019\Lake Superior D-III College Men's CC,Carthage College
Sanctioned 2019\Lake Superior D-III College Men's CC,Milwaukee School
Carthage College,Non-Sanctioned 2019\Meltdown 2019
Milwaukee School,Non-Sanctioned 2019\D-III Midwestern Invite 2019
Milwaukee School,Non-Sanctioned 2019\Meltdown 2019
Sanctioned 2019\Metro Boston D-I College Men's CC,Harvard
Sanctioned 2019\Metro Boston D-I College Men's CC,Boston University
Sanctioned 2019\Metro Boston D-I College Men's CC,Boston College
Sanctioned 2019\Metro Boston D-I College Men's CC,MIT
Harvard,Sanctioned 2019\Metro Boston Dev College Men's CC
Harvard,Sanctioned 2019\New England D-I College Men's Regionals
Harvard,Non-Sanctioned 2019\Easterns 2019 (Men)
Harvard,Non-Sanctioned 2019\Florida Warm Up 2019
Harvard,Non-Sanctioned 2019\Tally Classic XIV
Boston University,Non-Sanctioned 2019\Spring Awakening 8
Boston College,Sanctioned 2019\New England D-I College Men's Regionals
Boston College,Non-Sanctioned 2019\Florida Warm Up 2019
Boston College,Non-Sanctioned 2019\Tea Cup 2019
MIT,Sanctioned 2019\Metro Boston Dev College Men's CC
MIT,Sanctioned 2019\New England D-I College Men's Regionals
MIT,Non-Sanctioned 2019\Atlantic City 9
MIT,Non-Sanctioned 2019\Atlantic Coast Open 2019
Sanctioned 2019\Metro Boston D-III College Men's CC,Wentworth
Sanctioned 2019\Metro Boston D-III College Men's CC,Brandeis
Sanctioned 2019\Metro Boston D-III College Men's CC,Bentley
Sanctioned 2019\Metro Boston D-III College Men's CC,Stonehill
Wentworth,Non-Sanctioned 2019\Spring Awakening 8
Wentworth,Non-Sanctioned 2019\Tea Cup 2019
Brandeis,Sanctioned 2019\New England D-III College Men's Regionals
Brandeis,Non-Sanctioned 2019\D-III Midwestern Invite 2019
Brandeis,Non-Sanctioned 2019\Layout Pigout 2019
Brandeis,Non-Sanctioned 2019\LolaPaLweiston
Brandeis,Non-Sanctioned 2019\Oak Creek Challenge 2019
Bentley,Sanctioned 2019\New England D-III College Men's Regionals
Bentley,Non-Sanctioned 2019\Layout Pigout 2019
Bentley,Non-Sanctioned 2019\Mill City Throwdown 2019
Stonehill,Non-Sanctioned 2019\The Mightiest Huck 2019
Sanctioned 2019\Metro East D-I College Men's Regionals,Syracuse
Sanctioned 2019\Metro East D-I College Men's Regionals,RIT
Sanctioned 2019\Metro East D-I College Men's Regionals,Cornell
Sanctioned 2019\Metro East D-I College Men's Regionals,Princeton
Sanctioned 2019\Metro East D-I College Men's Regionals,NYU
Syracuse,Sanctioned 2019\Western NY D-I College Men's CC
Syracuse,Non-Sanctioned 2019\CWRUL Memorial 2019
Syracuse,Non-Sanctioned 2019\Strong Island Invitational 2019
RIT,Sanctioned 2019\Western NY D-I College Men's CC
RIT,Non-Sanctioned 2019\Atlantic Coast Open 2019
RIT,Non-Sanctioned 2019\CWRUL Memorial 2019
RIT,Non-Sanctioned 2019\Oak Creek Challenge 2019
Cornell,Sanctioned 2019\Metro East Dev College Men's CC
Cornell,Sanctioned 2019\Western NY D-I College Men's CC
Cornell,Non-Sanctioned 2019\Florida Warm Up 2019
Cornell,Non-Sanctioned 2019\I-85 Rodeo 2019
Cornell,Non-Sanctioned 2019\No Sleep 'Till Brooklyn
Cornell,Non-Sanctioned 2019\Oak Creek Invite 2019
Cornell,Non-Sanctioned 2019\Spring Awakening 8
Princeton,Sanctioned 2019\Metro East Dev College Men's CC
Princeton,Sanctioned 2019\Metro NY D-I College Men's CC
Princeton,Non-Sanctioned 2019\Garden State 9
Princeton,Non-Sanctioned 2019\Oak Creek Challenge 2019
Princeton,Non-Sanctioned 2019\Oak Creek Invite 2019
NYU,Sanctioned 2019\Metro NY D-I College Men's CC
NYU,Non-Sanctioned 2019\Atlantic Coast Open 2019
NYU,Non-Sanctioned 2019\No Sleep 'Till Brooklyn
Sanctioned 2019\Metro East D-III College Men's Regionals,Marist
Sanctioned 2019\Metro East D-III College Men's Regionals,Stevens Tech
Sanctioned 2019\Metro East D-III College Men's Regionals,Colgate
Sanctioned 2019\Metro East D-III College Men's Regionals,Rensselaer Polytech
Sanctioned 2019\Metro East D-III College Men's Regionals,Wesleyan
Sanctioned 2019\Metro East D-III College Men's Regionals,Ithaca
Sanctioned 2019\Metro East D-III College Men's Regionals,Rochester
Sanctioned 2019\Metro East D-III College Men's Regionals,Army
Marist,Sanctioned 2019\ Hudson Valley D-III College Men's CC
Marist,Non-Sanctioned 2019\5th Annual West Point Classic
Marist,Non-Sanctioned 2019\No Sleep 'Till Brooklyn
Stevens Tech,Sanctioned 2019\Metro NY D-III College Men's CC
Stevens Tech,Non-Sanctioned 2019\Atlantic City 9
Stevens Tech,Non-Sanctioned 2019\Garden State 9
Colgate,Sanctioned 2019\Western NY D-III College Men's CC
Colgate,Non-Sanctioned 2019\Spring Awakening 8
Colgate,Non-Sanctioned 2019\Uprising 8
Rensselaer Polytech,Sanctioned 2019\ Hudson Valley D-III College Men's CC
Rensselaer Polytech,Non-Sanctioned 2019\FCS D-III Tune Up 2019
Rensselaer Polytech,Non-Sanctioned 2019\Spring Awakening 8
Rensselaer Polytech,Non-Sanctioned 2019\Uprising 8
Wesleyan,Sanctioned 2019\ Hudson Valley D-III College Men's CC
Ithaca,Sanctioned 2019\Western NY D-III College Men's CC
Ithaca,Non-Sanctioned 2019\Spring Awakening 8
Ithaca,Non-Sanctioned 2019\Uprising 8
Rochester,Sanctioned 2019\Western NY D-III College Men's CC
Rochester,Non-Sanctioned 2019\CWRUL Memorial 2019
Rochester,Non-Sanctioned 2019\Uprising 8
Army,Sanctioned 2019\ Hudson Valley D-III College Men's CC
Army,Non-Sanctioned 2019\5th Annual West Point Classic
Army,Non-Sanctioned 2019\Layout Pigout 2019
Army,Non-Sanctioned 2019\Spring Awakening 8
Sanctioned 2019\Metro East Dev College Men's CC,SUNY Oneonta
SUNY Oneonta,Non-Sanctioned 2019\Tea Cup 2019
SUNY Oneonta,Non-Sanctioned 2019\Towson Cup 2019
Sanctioned 2019\Metro NY D-I College Men's CC,Columbia
Sanctioned 2019\Metro NY D-I College Men's CC,New Jersey
Sanctioned 2019\Metro NY D-I College Men's CC,Rowan
Sanctioned 2019\Metro NY D-I College Men's CC,Hofstra
Columbia,Non-Sanctioned 2019\No Sleep 'Till Brooklyn
Columbia,Non-Sanctioned 2019\Tea Cup 2019
New Jersey,Non-Sanctioned 2019\Hucktastic Spring 2019
Rowan,Non-Sanctioned 2019\Atlantic Coast Open 2019
Rowan,Non-Sanctioned 2019\No Sleep 'Till Brooklyn
Hofstra,Non-Sanctioned 2019\No Sleep 'Till Brooklyn
Hofstra,Non-Sanctioned 2019\Strong Island Invitational 2019
Sanctioned 2019\Metro NY D-III College Men's CC,New York
Sanctioned 2019\Metro NY D-III College Men's CC,College of
College of,Non-Sanctioned 2019\Atlantic City 9
College of,Non-Sanctioned 2019\Garden State 9
Sanctioned 2019\Michigan D-I College Men's CC,Western Michigan
Sanctioned 2019\Michigan D-I College Men's CC,Michigan State
Western Michigan,Non-Sanctioned 2019\Black Penguins Classic 2019
Western Michigan,Non-Sanctioned 2019\CWRUL Memorial 2019
Michigan State,Sanctioned 2019\ Great Lakes Dev College Men's CC
Michigan State,Non-Sanctioned 2019\Illinois Invite 8
Michigan State,Non-Sanctioned 2019\Santa Barbara Invite 2019
Sanctioned 2019\New England D-III College Men's Regionals,Williams
Sanctioned 2019\New England D-III College Men's Regionals,Bryant University
Sanctioned 2019\New England D-III College Men's Regionals,Bates College
Williams,Sanctioned 2019\South New England D-III College Men's CC
Williams,Non-Sanctioned 2019\Mid-Atlantic Warmup 2019
Williams,Non-Sanctioned 2019\Oak Creek Invite 2019
Williams,Non-Sanctioned 2019\Uprising 8
Bryant University,Sanctioned 2019\South New England D-III College Men's CC
Bryant University,Non-Sanctioned 2019\Garden State 9
Bates College,Sanctioned 2019\North New England D-III College Men's CC
Bates College,Non-Sanctioned 2019\Atlantic City 9
Bates College,Non-Sanctioned 2019\Layout Pigout 2019
Bates College,Non-Sanctioned 2019\LolaPaLweiston
Bates College,Non-Sanctioned 2019\Mill City Throwdown 2019
Sanctioned 2019\NorCal D-I College Men's CC,Las Positas
Sanctioned 2019\NorCal D-I College Men's CC,Sacramento State
Sanctioned 2019\NorCal D-I College Men's CC,Fresno State
Sanctioned 2019\NorCal D-I College Men's CC,Sonoma State
Sanctioned 2019\NorCal D-I College Men's CC,Santa Clara
Sanctioned 2019\NorCal D-I College Men's CC,Chico State
Sanctioned 2019\NorCal D-I College Men's CC,San Jose
Las Positas,Sanctioned 2019\Southwest D-I College Men's Regionals
Las Positas,Non-Sanctioned 2019\Stanford Open 2019
Sacramento State,Non-Sanctioned 2019\Stanford Open 2019
Sonoma State,Non-Sanctioned 2019\Stanford Open 2019
Santa Clara,Sanctioned 2019\Southwest D-I College Men's Regionals
Santa Clara,Non-Sanctioned 2019\Presidents' Day Invite 2019
Santa Clara,Non-Sanctioned 2019\Santa Barbara Invite 2019
Santa Clara,Non-Sanctioned 2019\Stanford Open 2019
Chico State,Sanctioned 2019\Southwest D-I College Men's Regionals
Chico State,Non-Sanctioned 2019\Stanford Open 2019
Chico State,Non-Sanctioned 2019\Trouble in Vegas 2019
San Jose,Non-Sanctioned 2019\Stanford Open 2019
Sanctioned 2019\North Central D-III College Men's Regionals,Winona State
Sanctioned 2019\North Central D-III College Men's Regionals,St John
Sanctioned 2019\North Central D-III College Men's Regionals,St Olaf
Sanctioned 2019\North Central D-III College Men's Regionals,St
Sanctioned 2019\North Central D-III College Men's Regionals,Macalester
Sanctioned 2019\North Central D-III College Men's Regionals,Carleton College
Sanctioned 2019\North Central D-III College Men's Regionals,Carleton Hot
Winona State,Sanctioned 2019\Northwoods D-III College Men's CC
Winona State,Non-Sanctioned 2019\D-III Midwestern Invite 2019
Winona State,Non-Sanctioned 2019\Meltdown 2019
Winona State,Non-Sanctioned 2019\Ugly Dome I 2019
St John,Sanctioned 2019\Northwoods D-III College Men's CC
St John,Non-Sanctioned 2019\Midwest Throwdown 2019
St John,Non-Sanctioned 2019\Old Capitol Open 2019
St Olaf,Sanctioned 2019\Northwoods D-III College Men's CC
St Olaf,Non-Sanctioned 2019\D-III Midwestern Invite 2019
St Olaf,Non-Sanctioned 2019\Midwest Throwdown 2019
St,Sanctioned 2019\Northwoods D-III College Men's CC
St,Non-Sanctioned 2019\Ugly Dome II 2019
Macalester,Sanctioned 2019\Northwoods D-III College Men's CC
Macalester,Non-Sanctioned 2019\D-III Midwestern Invite 2019
Macalester,Non-Sanctioned 2019\Ugly Dome I 2019
Carleton College,Sanctioned 2019\Northwoods D-I College Men's CC
Carleton College,Sanctioned 2019\Northwoods D-III College Men's CC
Carleton College,Non-Sanctioned 2019\Carolina Kickoff 2019
Carleton College,Non-Sanctioned 2019\College Southerns XVIII
Carleton College,Non-Sanctioned 2019\Easterns 2019 (Men)
Carleton College,Non-Sanctioned 2019\Florida Warm Up 2019
Carleton College,Non-Sanctioned 2019\Stanford Invite 2019
Carleton College,Non-Sanctioned 2019\Stanford Open 2019
Carleton Hot,Sanctioned 2019\Northwoods D-III College Men's CC
Carleton Hot,Non-Sanctioned 2019\College Southerns XVIII
Carleton Hot,Non-Sanctioned 2019\Old Capitol Open 2019
Carleton Hot,Non-Sanctioned 2019\Ugly Dome I 2019
Sanctioned 2019\North Texas D-I College Men's CC,Stephen F
Sanctioned 2019\North Texas D-I College Men's CC,North Texas
Sanctioned 2019\North Texas D-I College Men's CC,Baylor
Sanctioned 2019\North Texas D-I College Men's CC,Texas Tech
Sanctioned 2019\North Texas D-I College Men's CC,Texas Christian
Sanctioned 2019\North Texas D-I College Men's CC,Southern Methodist
Stephen F,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Stephen F,Non-Sanctioned 2019\Centex 2019 (Men)
North Texas,Non-Sanctioned 2019\Big D in Little d (Open) 2019
North Texas,Non-Sanctioned 2019\Centex 2019 (Men)
North Texas,Non-Sanctioned 2019\Stanford Open 2019
Baylor,Sanctioned 2019\South Central D-I College Men's Regionals
Baylor,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Baylor,Non-Sanctioned 2019\Centex 2019 (Men)
Texas Tech,Sanctioned 2019\South Central D-I College Men's Regionals
Texas Tech,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Texas Tech,Non-Sanctioned 2019\Huck Finn XXIII
Texas Tech,Non-Sanctioned 2019\Mardi Gras XXXII
Texas Christian,Non-Sanctioned 2019\Mardi Gras XXXII
Southern Methodist,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Sanctioned 2019\Northern Atlantic Coast D-III College Men's CC,Catholic
Sanctioned 2019\Northern Atlantic Coast D-III College Men's CC,Roanoke
Sanctioned 2019\Northern Atlantic Coast D-III College Men's CC,Shenandoah
Sanctioned 2019\Northern Atlantic Coast D-III College Men's CC,St Mary
Catholic,Non-Sanctioned 2019\Hucktastic Spring 2019
Catholic,Non-Sanctioned 2019\Layout Pigout 2019
Shenandoah,Non-Sanctioned 2019\Atlantic Coast Open 2019
Shenandoah,Non-Sanctioned 2019\G-Dub Fyre Fest 2019
St Mary,Non-Sanctioned 2019\Towson Cup 2019
Sanctioned 2019\Northwest D-III College Men's CC,Willamette University
Sanctioned 2019\Northwest D-III College Men's CC,Pacific Lutheran
Sanctioned 2019\Northwest D-III College Men's CC,Whitworth
Sanctioned 2019\Northwest D-III College Men's CC,Seattle
Willamette University,Non-Sanctioned 2019\19th Annual PLU BBQ Open
Pacific Lutheran,Non-Sanctioned 2019\19th Annual PLU BBQ Open
Pacific Lutheran,Non-Sanctioned 2019\2019 NW Challenge - Tier 2 & 3
Pacific Lutheran,Non-Sanctioned 2019\D-III Midwestern Invite 2019
Whitworth,Non-Sanctioned 2019\19th Annual PLU BBQ Open
Whitworth,Non-Sanctioned 2019\Palouse Open 2019
Whitworth,Non-Sanctioned 2019\Stanford Open 2019
Seattle,Non-Sanctioned 2019\19th Annual PLU BBQ Open
Sanctioned 2019\Northwoods D-I College Men's CC,Minnesota State
Sanctioned 2019\Northwoods D-I College Men's CC,North Dakota
Minnesota State,Non-Sanctioned 2019\Mardi Gras XXXII
Sanctioned 2019\Northwoods D-III College Men's CC,Bethel
Bethel,Non-Sanctioned 2019\Old Capitol Open 2019
Bethel,Non-Sanctioned 2019\Ugly Dome I 2019
Sanctioned 2019\Ohio D-I College Men's CC,Toledo
Sanctioned 2019\Ohio D-I College Men's CC,Kent State
Sanctioned 2019\Ohio D-I College Men's CC,Cincinnati
Sanctioned 2019\Ohio D-I College Men's CC,Ohio
Sanctioned 2019\Ohio D-I College Men's CC,Dayton
Sanctioned 2019\Ohio D-I College Men's CC,Case Western
Sanctioned 2019\Ohio D-I College Men's CC,Wright State
Sanctioned 2019\Ohio D-I College Men's CC,Akron
Sanctioned 2019\Ohio D-I College Men's CC,Cleveland State
Toledo,Non-Sanctioned 2019\CWRUL Memorial 2019
Toledo,Non-Sanctioned 2019\Illinois Invite 8
Kent State,Non-Sanctioned 2019\DiscThrow Inferno
Kent State,Non-Sanctioned 2019\Huckin' in the Hills VI
Cincinnati,Sanctioned 2019\Ohio Valley D-I College Men's Regionals
Cincinnati,Non-Sanctioned 2019\Boogienights 2019
Cincinnati,Non-Sanctioned 2019\Florida Warm Up 2019
Cincinnati,Non-Sanctioned 2019\Huck Finn XXIII
Cincinnati,Non-Sanctioned 2019\Tally Classic XIV
Ohio,Sanctioned 2019\Ohio Valley D-I College Men's Regionals
Ohio,Non-Sanctioned 2019\CWRUL Memorial 2019
Ohio,Non-Sanctioned 2019\Easterns Qualifier 2019
Ohio,Non-Sanctioned 2019\Mash-Up 2019
Ohio,Non-Sanctioned 2019\Queen City Tune Up 2019 (Men)
Dayton,Sanctioned 2019\Ohio Valley D-I College Men's Regionals
Dayton,Non-Sanctioned 2019\Black Penguins Classic 2019
Dayton,Non-Sanctioned 2019\CWRUL Memorial 2019
Dayton,Non-Sanctioned 2019\Easterns Qualifier 2019
Dayton,Non-Sanctioned 2019\Huckin' in the Hills VI
Case Western,Sanctioned 2019\Ohio Valley D-I College Men's Regionals
Case Western,Sanctioned 2019\Ohio Valley Dev College Men's CC
Case Western,Non-Sanctioned 2019\CWRUL Memorial 2019
Case Western,Non-Sanctioned 2019\Easterns Qualifier 2019
Case Western,Non-Sanctioned 2019\Huckin' in the Hills VI
Case Western,Non-Sanctioned 2019\Mid-Atlantic Warmup 2019
Wright State,Non-Sanctioned 2019\CWRUL Memorial 2019
Akron,Non-Sanctioned 2019\Huckin' in the Hills VI
Cleveland State,Non-Sanctioned 2019\Boogienights 2019
Sanctioned 2019\Ohio D-III College Men's CC,John Carroll
Sanctioned 2019\Ohio D-III College Men's CC,Ohio Wesleyan
Sanctioned 2019\Ohio D-III College Men's CC,Kenyon
Sanctioned 2019\Ohio D-III College Men's CC,Oberlin
Sanctioned 2019\Ohio D-III College Men's CC,Cedarville
Sanctioned 2019\Ohio D-III College Men's CC,Xavier
Sanctioned 2019\Ohio D-III College Men's CC,Denison
Sanctioned 2019\Ohio D-III College Men's CC,Wooster
Sanctioned 2019\Ohio D-III College Men's CC,Ohio Northern
John Carroll,Non-Sanctioned 2019\CWRUL Memorial 2019
Kenyon,Non-Sanctioned 2019\CWRUL Memorial 2019
Kenyon,Non-Sanctioned 2019\Layout Pigout 2019
Oberlin,Sanctioned 2019\Ohio Valley D-III College Men's Regionals
Oberlin,Sanctioned 2019\Ohio Valley Dev College Men's CC
Oberlin,Non-Sanctioned 2019\CWRUL Memorial 2019
Oberlin,Non-Sanctioned 2019\D-III Midwestern Invite 2019
Oberlin,Non-Sanctioned 2019\DiscThrow Inferno
Oberlin,Non-Sanctioned 2019\FCS D-III Tune Up 2019
Cedarville,Sanctioned 2019\Ohio Valley D-III College Men's Regionals
Cedarville,Non-Sanctioned 2019\CWRUL Memorial 2019
Cedarville,Non-Sanctioned 2019\I-85 Rodeo 2019
Cedarville,Non-Sanctioned 2019\Oak Creek Challenge 2019
Xavier,Sanctioned 2019\Ohio Valley D-III College Men's Regionals
Xavier,Non-Sanctioned 2019\CWRUL Memorial 2019
Xavier,Non-Sanctioned 2019\FCS D-III Tune Up 2019
Denison,Non-Sanctioned 2019\DiscThrow Inferno
Wooster,Sanctioned 2019\Ohio Valley D-III College Men's Regionals
Ohio Northern,Non-Sanctioned 2019\CWRUL Memorial 2019
Ohio Northern,Non-Sanctioned 2019\D-III Midwestern Invite 2019
Sanctioned 2019\Ohio Valley D-I College Men's Regionals,Carnegie Mellon
Sanctioned 2019\Ohio Valley D-I College Men's Regionals,Penn State
Carnegie Mellon,Sanctioned 2019\ West Penn D-I College Men's CC
Carnegie Mellon,Non-Sanctioned 2019\Classic City Invite 2019
Carnegie Mellon,Non-Sanctioned 2019\Huck Finn XXIII
Carnegie Mellon,Non-Sanctioned 2019\Huckin' in the Hills VI
Carnegie Mellon,Non-Sanctioned 2019\Queen City Tune Up 2019 (Men)
Penn State,Sanctioned 2019\Ohio Valley Dev College Men's CC
Penn State,Sanctioned 2019\ West Penn D-I College Men's CC
Penn State,Non-Sanctioned 2019\Atlantic Coast Open 2019
Penn State,Non-Sanctioned 2019\Garden State 9
Penn State,Non-Sanctioned 2019\Oak Creek Invite 2019
Penn State,Non-Sanctioned 2019\Queen City Tune Up 2019 (Men)
Sanctioned 2019\Ohio Valley D-III College Men's Regionals,Messiah
Sanctioned 2019\Ohio Valley D-III College Men's Regionals,Grove City
Sanctioned 2019\Ohio Valley D-III College Men's Regionals,Shippensburg
Messiah,Sanctioned 2019\West Penn D-III College Men's CC
Messiah,Non-Sanctioned 2019\FCS D-III Tune Up 2019
Grove City,Sanctioned 2019\West Penn D-III College Men's CC
Shippensburg,Sanctioned 2019\West Penn D-III College Men's CC
Shippensburg,Non-Sanctioned 2019\Oak Creek Challenge 2019
Sanctioned 2019\Ozarks D-I College Men's CC,Oklahoma
Sanctioned 2019\Ozarks D-I College Men's CC,Washington University
Sanctioned 2019\Ozarks D-I College Men's CC,Missouri
Sanctioned 2019\Ozarks D-I College Men's CC,Missouri State
Sanctioned 2019\Ozarks D-I College Men's CC,Arkansas
Sanctioned 2019\Ozarks D-I College Men's CC,Oklahoma State
Sanctioned 2019\Ozarks D-I College Men's CC,Saint Louis
Sanctioned 2019\Ozarks D-I College Men's CC,Kansas
Sanctioned 2019\Ozarks D-I College Men's CC,Central Arkansas
Sanctioned 2019\Ozarks D-I College Men's CC,Kansas State
Oklahoma,Sanctioned 2019\South Central D-I College Men's Regionals
Oklahoma,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Oklahoma,Non-Sanctioned 2019\Centex 2019 (Men)
Oklahoma,Non-Sanctioned 2019\Dust Bowl 2019
Oklahoma,Non-Sanctioned 2019\Florida Warm Up 2019
Washington University,Sanctioned 2019\South Central D-I College Men's Regionals
Washington University,Non-Sanctioned 2019\Huck Finn XXIII
Washington University,Non-Sanctioned 2019\Illinois Invite 8
Washington University,Non-Sanctioned 2019\Stanford Open 2019
Missouri,Non-Sanctioned 2019\Dust Bowl 2019
Missouri,Non-Sanctioned 2019\Midwest Throwdown 2019
Missouri,Non-Sanctioned 2019\Shamrock Showdown 2019
Missouri State,Non-Sanctioned 2019\Illinois Invite 8
Missouri State,Non-Sanctioned 2019\Midwest Throwdown 2019
Arkansas,Sanctioned 2019\South Central D-I College Men's Regionals
Arkansas,Non-Sanctioned 2019\Centex 2019 (Men)
Arkansas,Non-Sanctioned 2019\Dust Bowl 2019
Arkansas,Non-Sanctioned 2019\Huck Finn XXIII
Oklahoma State,Sanctioned 2019\South Central D-I College Men's Regionals
Oklahoma State,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Oklahoma State,Non-Sanctioned 2019\Centex 2019 (Men)
Oklahoma State,Non-Sanctioned 2019\Dust Bowl 2019
Saint Louis,Sanctioned 2019\South Central D-I College Men's Regionals
Saint Louis,Non-Sanctioned 2019\Black Penguins Classic 2019
Saint Louis,Non-Sanctioned 2019\Midwest Throwdown 2019
Kansas,Sanctioned 2019\South Central D-I College Men's Regionals
Kansas,Non-Sanctioned 2019\Centex 2019 (Men)
Kansas,Non-Sanctioned 2019\Florida Warm Up 2019
Kansas,Non-Sanctioned 2019\Huck Finn XXIII
Central Arkansas,Non-Sanctioned 2019\Dust Bowl 2019
Central Arkansas,Non-Sanctioned 2019\Royal Crown Classic 2019
Kansas State,Sanctioned 2019\South Central D-I College Men's Regionals
Kansas State,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Kansas State,Non-Sanctioned 2019\Old Capitol Open 2019
Sanctioned 2019\Ozarks D-III College Men's CC,Truman State
Sanctioned 2019\Ozarks D-III College Men's CC,Missouri S
Sanctioned 2019\Ozarks D-III College Men's CC,John Brown
Sanctioned 2019\Ozarks D-III College Men's CC,Tulsa
Sanctioned 2019\Ozarks D-III College Men's CC,Harding
Truman State,Sanctioned 2019\South Central D-III College Men's Regionals
Truman State,Non-Sanctioned 2019\First Annual Jaxx Jamboree
Truman State,Non-Sanctioned 2019\Meltdown 2019
Missouri S,Sanctioned 2019\South Central D-III College Men's Regionals
Missouri S,Non-Sanctioned 2019\D-III Midwestern Invite 2019
Missouri S,Non-Sanctioned 2019\FCS D-III Tune Up 2019
John Brown,Sanctioned 2019\South Central D-III College Men's Regionals
John Brown,Non-Sanctioned 2019\Big D in Little d (Open) 2019
John Brown,Non-Sanctioned 2019\Dust Bowl 2019
John Brown,Non-Sanctioned 2019\Huck Finn XXIII
Tulsa,Non-Sanctioned 2019\Dust Bowl 2019
Sanctioned 2019\Rocky Mountain D-I College Men's CC,Denver
Sanctioned 2019\Rocky Mountain D-I College Men's CC,Colorado State
Sanctioned 2019\Rocky Mountain D-I College Men's CC,Colorado Mesa
Denver,Non-Sanctioned 2019\Big Sky Brawl 2019
Denver,Non-Sanctioned 2019\Denver Round Robin 2019
Denver,Non-Sanctioned 2019\New Year Fest 2019
Colorado State,Sanctioned 2019\South Central D-I College Men's Regionals
Colorado State,Non-Sanctioned 2019\Centex 2019 (Men)
Colorado State,Non-Sanctioned 2019\Denver Round Robin 2019
Colorado State,Non-Sanctioned 2019\New Year Fest 2019
Colorado State,Non-Sanctioned 2019\Santa Barbara Invite 2019
Colorado State,Non-Sanctioned 2019\Stanford Invite 2019
Colorado Mesa,Non-Sanctioned 2019\Air Force Invite 2019
Colorado Mesa,Non-Sanctioned 2019\Trouble in Vegas 2019
Sanctioned 2019\Rocky Mountain D-III College Men's CC,Colorado College
Sanctioned 2019\Rocky Mountain D-III College Men's CC,Colorado School
Colorado College,Sanctioned 2019\South Central D-III College Men's Regionals
Colorado College,Non-Sanctioned 2019\Big D in Little d (Open) 2019
Colorado College,Non-Sanctioned 2019\Dust Bowl 2019
Colorado School,Sanctioned 2019\South Central D-III College Men's Regionals
Colorado School,Non-Sanctioned 2019\Air Force Invite 2019
Colorado School,Non-Sanctioned 2019\Denver Round Robin 2019
Colorado School,Non-Sanctioned 2019\Dust Bowl 2019
Colorado School,Non-Sanctioned 2019\Stanford Open 2019
Colorado School,Non-Sanctioned 2019\Trouble in Vegas 2019
Sanctioned 2019\SoCal D-I College Men's CC,Cal State
Sanctioned 2019\SoCal D-I College Men's CC,San Diego
Sanctioned 2019\SoCal D-I College Men's CC,Loyola Marymount
Sanctioned 2019\SoCal D-I College Men's CC,UCLA
Sanctioned 2019\SoCal D-I College Men's CC,Southern California
Cal State,Non-Sanctioned 2019\Trouble in Vegas 2019
San Diego,Non-Sanctioned 2019\Presidents' Day Invite 2019
San Diego,Non-Sanctioned 2019\Trouble in Vegas 2019
UCLA,Sanctioned 2019\Southwest D-I College Men's Regionals
UCLA,Sanctioned 2019\Southwest Dev College Men's CC
